Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42655563,05/13/2019 02:48:49 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11238,419 CLERMONT AVENUE,CLERMONT AVENUE,GREENE AVENUE,FULTON STREET,GREENE AVENUE,FULTON STREET,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 06:52:00 PM,02 BROOKLYN,BROOKLYN,992783,188866,Unspecified,BROOKLYN,,,,,,,,40.68506619788861,-73.96923303625455,"(40.68506619788861, -73.96923303625455)"
42655565,05/13/2019 06:15:03 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10065,48 EAST 66 STREET,EAST 66 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/13/2019 10:23:40 PM,08 MANHATTAN,MANHATTAN,993192,218990,Unspecified,MANHATTAN,,,,,,,,40.76774883338371,-73.96771830003847,"(40.76774883338371, -73.96771830003847)"
42655568,05/13/2019 03:37:55 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11205,WASHINGTON AVENUE,WASHINGTON AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,BLOCKFACE,BROOKLYN,,,In Progress,,05/13/2019 07:53:47 PM,02 BROOKLYN,BROOKLYN,993581,190924,Unspecified,BROOKLYN,,,,,,,,40.69071412993772,-73.96635288201844,"(40.69071412993772, -73.96635288201844)"
42656667,05/13/2019 10:43:47 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,230 WEST 107 STREET,WEST 107 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/13/2019 02:47:17 PM,07 MANHATTAN,MANHATTAN,993438,231300,Unspecified,MANHATTAN,,,,,,,,40.801536248050695,-73.9668133738856,"(40.801536248050695, -73.9668133738856)"
42656668,05/13/2019 09:58:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11104,43-15 46 STREET,46 STREET,43 AVENUE,QUEENS BOULEVARD,43 AVENUE,QUEENS BOULEVARD,ADDRESS,SUNNYSIDE,,,In Progress,,05/14/2019 02:01:10 AM,02 QUEENS,QUEENS,1006856,210531,Unspecified,QUEENS,,,,,,,,40.74450666245471,-73.91841807065099,"(40.74450666245471, -73.91841807065099)"
42656669,05/13/2019 12:32:26 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11416,95-24 105 STREET,105 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,ADDRESS,OZONE PARK,,,In Progress,,05/13/2019 04:41:37 PM,09 QUEENS,QUEENS,1028768,190395,Unspecified,QUEENS,,,,,,,,40.68915510453449,-73.83947399237921,"(40.68915510453449, -73.83947399237921)"
42656670,05/13/2019 08:50:39 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,3036 MATTHEWS AVENUE,MATTHEWS AVENUE,ADEE AVENUE,BURKE AVENUE,ADEE AVENUE,BURKE AVENUE,ADDRESS,BRONX,,,In Progress,,05/14/2019 12:57:13 AM,12 BRONX,BRONX,1022303,256391,Unspecified,BRONX,,,,,,,,40.87032653374319,-73.86241210332675,"(40.87032653374319, -73.86241210332675)"
42656671,05/13/2019 06:43:39 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 155 STREET,BEND,WEST 155 STREET,ADDRESS,NEW YORK,,,In Progress,,05/13/2019 10:55:11 PM,12 MANHATTAN,MANHATTAN,998494,243200,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
42657779,05/13/2019 07:17:09 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,LATLONG,NEW YORK,,,In Progress,,05/13/2019 11:20:42 PM,12 MANHATTAN,MANHATTAN,998504,243333,Unspecified,MANHATTAN,,,,,,,,40.83455672485431,-73.94848966478402,"(40.83455672485431, -73.94848966478402)"
42657780,05/13/2019 12:59:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11102,27-02 ASTORIA BOULEVARD,ASTORIA BOULEVARD,,,,,LATLONG,ASTORIA,,,In Progress,,05/13/2019 05:02:53 PM,01 QUEENS,QUEENS,1006020,220082,Unspecified,QUEENS,,,,,,,,40.770723805413915,-73.92140415112995,"(40.770723805413915, -73.92140415112995)"
42657781,05/13/2019 05:28:54 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10457,2000 VALENTINE AVENUE,VALENTINE AVENUE,EAST 178 STREET,EAST BURNSIDE AVENUE,EAST 178 STREET,EAST BURNSIDE AVENUE,ADDRESS,BRONX,,,In Progress,,05/13/2019 09:38:00 AM,05 BRONX,BRONX,1011718,249007,Unspecified,BRONX,,,,,,,,40.85009897385511,-73.90071441609523,"(40.85009897385511, -73.90071441609523)"
42657782,05/13/2019 09:31:34 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,,,,,,,INTERSECTION,NEW YORK,,,In Progress,,05/14/2019 01:34:49 AM,12 MANHATTAN,MANHATTAN,998539,243193,Unspecified,MANHATTAN,,,,,,,,40.83417240875407,-73.9483634819345,"(40.83417240875407, -73.9483634819345)"
42657783,05/13/2019 09:13:40 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10037,7 WEST 137 STREET,WEST 137 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 01:21:36 AM,10 MANHATTAN,MANHATTAN,1001608,235957,Unspecified,MANHATTAN,,,,,,,,40.814306149210644,-73.9372916822807,"(40.814306149210644, -73.9372916822807)"
42658814,05/13/2019 08:22:37 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,LATLONG,NEW YORK,,,In Progress,,05/14/2019 12:25:42 AM,12 MANHATTAN,MANHATTAN,998504,243333,Unspecified,MANHATTAN,,,,,,,,40.83455672485431,-73.94848966478402,"(40.83455672485431, -73.94848966478402)"
42658815,05/13/2019 08:26:40 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,621 FLATBUSH AVENUE,FLATBUSH AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 12:28:46 AM,09 BROOKLYN,BROOKLYN,995314,179086,Unspecified,BROOKLYN,,,,,,,,40.658219489952515,-73.9601232042011,"(40.658219489952515, -73.9601232042011)"
42658816,05/13/2019 07:23:30 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,LATLONG,NEW YORK,,,In Progress,,05/13/2019 11:28:48 PM,12 MANHATTAN,MANHATTAN,998504,243333,Unspecified,MANHATTAN,,,,,,,,40.83455672485431,-73.94848966478402,"(40.83455672485431, -73.94848966478402)"
42658817,05/13/2019 12:15:50 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11433,109-06 GUY R BREWER BOULEVARD,GUY R BREWER BOULEVARD,,,,,LATLONG,JAMAICA,,,In Progress,,05/13/2019 04:18:26 PM,12 QUEENS,QUEENS,1042423,192436,Unspecified,QUEENS,,,,,,,,40.69467794522501,-73.79021841336291,"(40.69467794522501, -73.79021841336291)"
42658818,05/13/2019 06:33:43 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11233,670 DECATUR STREET,DECATUR STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/13/2019 10:36:40 AM,16 BROOKLYN,BROOKLYN,1007548,188201,Unspecified,BROOKLYN,,,,,,,,40.68321437621623,-73.91599801818813,"(40.68321437621623, -73.91599801818813)"
42658819,05/13/2019 10:22:11 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306,167 ROMA AVENUE,ROMA AVENUE,GARIBALDI AVENUE,EBBITTS STREET,GARIBALDI AVENUE,EBBITTS STREET,ADDRESS,STATEN ISLAND,,,In Progress,,05/13/2019 02:34:52 PM,02 STATEN ISLAND,STATEN ISLAND,955473,143973,Unspecified,STATEN ISLAND,,,,,,,,40.56180174522437,-74.10356820461936,"(40.56180174522437, -74.10356820461936)"
42658820,05/13/2019 05:36:40 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11238,49 MADISON STREET,MADISON STREET,CLASSON AVENUE,FRANKLIN AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 09:41:42 PM,03 BROOKLYN,BROOKLYN,996124,188467,Unspecified,BROOKLYN,,,,,,,,40.68396718266791,-73.95718728306535,"(40.68396718266791, -73.95718728306535)"
42659849,05/13/2019 11:24:07 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,210 WEST 107 STREET,WEST 107 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/14/2019 03:27:01 AM,07 MANHATTAN,MANHATTAN,993655,231179,Unspecified,MANHATTAN,,,,,,,,40.801203907874864,-73.96602974960301,"(40.801203907874864, -73.96602974960301)"
42659850,05/13/2019 02:33:15 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11207,180 WORTMAN AVENUE,WORTMAN AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/13/2019 06:36:43 AM,05 BROOKLYN,BROOKLYN,1016273,178375,Unspecified,BROOKLYN,,,,,,,,40.65621695945045,-73.88458634983009,"(40.65621695945045, -73.88458634983009)"
42659851,05/13/2019 07:44:59 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10027,2320 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,LATLONG,NEW YORK,,,In Progress,,05/13/2019 11:47:00 AM,10 MANHATTAN,MANHATTAN,997780,234265,Unspecified,MANHATTAN,,,,,,,,40.80966877301931,-73.95112430033723,"(40.80966877301931, -73.95112430033723)"
42659853,05/13/2019 02:11:59 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10456,1055 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST 165 STREET,EAST 166 STREET,EAST 165 STREET,EAST 166 STREET,ADDRESS,BRONX,,,In Progress,,05/13/2019 06:25:06 PM,04 BRONX,BRONX,1006715,241885,Unspecified,BRONX,,,,,,,,40.83056531361609,-73.91882205965753,"(40.83056531361609, -73.91882205965753)"
42659854,05/13/2019 09:40:32 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 155 STREET,BEND,WEST 155 STREET,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 01:44:56 AM,12 MANHATTAN,MANHATTAN,998494,243200,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
42659855,05/13/2019 01:35:07 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,361 WEST 116 STREET,WEST 116 STREET,MANHATTAN AVENUE,MORNINGSIDE AVENUE,MANHATTAN AVENUE,MORNINGSIDE AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/13/2019 05:42:11 PM,10 MANHATTAN,MANHATTAN,996094,232638,Unspecified,MANHATTAN,,,,,,,,40.80520552926008,-73.95721766718064,"(40.80520552926008, -73.95721766718064)"
42660939,05/13/2019 08:27:07 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,621 FLATBUSH AVENUE,FLATBUSH AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 12:29:47 AM,09 BROOKLYN,BROOKLYN,995314,179086,Unspecified,BROOKLYN,,,,,,,,40.658219489952515,-73.9601232042011,"(40.658219489952515, -73.9601232042011)"
42660940,05/13/2019 09:55:29 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,2111 ALBEMARLE ROAD,ALBEMARLE ROAD,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 01:58:06 AM,14 BROOKLYN,BROOKLYN,995620,175247,Unspecified,BROOKLYN,,,,,,,,40.64768188548769,-73.95902679313772,"(40.64768188548769, -73.95902679313772)"
42660941,05/13/2019 03:18:08 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11206,33 VERNON AVENUE,VERNON AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 07:21:04 PM,03 BROOKLYN,BROOKLYN,997893,192286,Unspecified,BROOKLYN,,,,,,,,40.69444690806336,-73.9508012706309,"(40.69444690806336, -73.9508012706309)"
42660942,05/13/2019 07:22:58 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11377,44-12 72 STREET,72 STREET,44 AVENUE,45 AVENUE,44 AVENUE,45 AVENUE,ADDRESS,WOODSIDE,,,In Progress,,05/13/2019 11:31:50 PM,02 QUEENS,QUEENS,1014044,209299,Unspecified,QUEENS,,,,,,,,40.741103836694165,-73.89248305227127,"(40.741103836694165, -73.89248305227127)"
42660943,05/13/2019 09:05:05 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11377,72-10 41 AVENUE,41 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,WOODSIDE,,,In Progress,,05/14/2019 01:11:26 AM,04 QUEENS,QUEENS,1013908,210718,Unspecified,QUEENS,,,,,,,,40.74499909172425,-73.89296757512533,"(40.74499909172425, -73.89296757512533)"
42660944,05/13/2019 09:06:50 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,1360 OGDEN AVENUE,OGDEN AVENUE,WEST 170 STREET,WEST 171 STREET,WEST 170 STREET,WEST 171 STREET,ADDRESS,BRONX,,,In Progress,,05/13/2019 01:13:57 PM,04 BRONX,BRONX,1005118,245993,Unspecified,BRONX,,,,,,,,40.841844498389676,-73.92458008252996,"(40.841844498389676, -73.92458008252996)"
42660945,05/13/2019 01:52:09 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11226,596 EAST 16 STREET,EAST 16 STREET,NEWKIRK AVENUE,FOSTER AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 05:55:58 PM,14 BROOKLYN,BROOKLYN,994678,170843,Unspecified,BROOKLYN,,,,,,,,40.63559501075303,-73.96242821371382,"(40.63559501075303, -73.96242821371382)"
42660946,05/13/2019 04:53:33 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11374,99-01 63 ROAD,63 ROAD,99 STREET,102 STREET,99 STREET,102 STREET,ADDRESS,REGO PARK,,,In Progress,,05/13/2019 09:06:00 PM,06 QUEENS,QUEENS,1023965,206203,Unspecified,QUEENS,,,,,,,,40.73256710576448,-73.8566996922911,"(40.73256710576448, -73.8566996922911)"
42662026,05/13/2019 08:10:45 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,364 LINCOLN PLACE,LINCOLN PLACE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 12:14:31 AM,08 BROOKLYN,BROOKLYN,994212,184424,Unspecified,BROOKLYN,,,,,,,,40.67287242184293,-73.96408713723491,"(40.67287242184293, -73.96408713723491)"
42662027,05/13/2019 07:49:58 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034,241 SHERMAN AVENUE,SHERMAN AVENUE,,,,,LATLONG,NEW YORK,,,In Progress,,05/13/2019 11:52:12 PM,12 MANHATTAN,MANHATTAN,1006625,254703,Unspecified,MANHATTAN,,,,,,,,40.865747155270746,-73.91910450255071,"(40.865747155270746, -73.91910450255071)"
42662028,05/14/2019 12:58:32 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10016,550 FIRST AVENUE,FIRST AVENUE,,,,,LATLONG,NEW YORK,,,In Progress,,05/14/2019 05:01:39 AM,06 MANHATTAN,MANHATTAN,991616,210171,Unspecified,MANHATTAN,,,,,,,,40.74354437827029,-73.97341751153077,"(40.74354437827029, -73.97341751153077)"
42662029,05/13/2019 08:06:45 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11233,1743 FULTON STREET,FULTON STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 12:11:27 AM,03 BROOKLYN,BROOKLYN,1003744,186975,Unspecified,BROOKLYN,,,,,,,,40.679858481158604,-73.92971705066394,"(40.679858481158604, -73.92971705066394)"
42662030,05/13/2019 10:07:27 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11373,40-44 74 STREET,74 STREET,BROADWAY,41 AVENUE,BROADWAY,41 AVENUE,ADDRESS,ELMHURST,,,In Progress,,05/14/2019 02:11:28 AM,04 QUEENS,QUEENS,1014378,211073,Unspecified,QUEENS,,,,,,,,40.7459718882872,-73.89126980886917,"(40.7459718882872, -73.89126980886917)"
42662031,05/13/2019 06:11:46 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11233,2414 PACIFIC STREET,PACIFIC STREET,SACKMAN STREET,EAST NEW YORK AVENUE,SACKMAN STREET,EAST NEW YORK AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 10:20:27 AM,16 BROOKLYN,BROOKLYN,1010527,185297,Unspecified,BROOKLYN,,,,,,,,40.67523521636044,-73.90526843151513,"(40.67523521636044, -73.90526843151513)"
42662032,05/13/2019 11:33:50 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10467,3780 WILLETT AVENUE,WILLETT AVENUE,EAST 216 STREET,EAST 219 STREET,EAST 216 STREET,EAST 219 STREET,ADDRESS,BRONX,,,In Progress,,05/13/2019 03:42:32 PM,12 BRONX,BRONX,1021705,261153,Unspecified,BRONX,,,,,,,,40.88339929439719,-73.86454765898517,"(40.88339929439719, -73.86454765898517)"
42662033,05/13/2019 03:27:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11218,591 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,LEWIS PLACE,MATTHEWS COURT,LEWIS PLACE,MATTHEWS COURT,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 07:44:15 PM,14 BROOKLYN,BROOKLYN,992630,173466,Unspecified,BROOKLYN,,,,,,,,40.64279675883123,-73.96980384081856,"(40.64279675883123, -73.96980384081856)"
42662034,05/13/2019 08:32:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,429 ROGERS AVENUE,ROGERS AVENUE,LEFFERTS AVENUE,LINCOLN ROAD,LEFFERTS AVENUE,LINCOLN ROAD,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 12:37:55 AM,09 BROOKLYN,BROOKLYN,997102,180485,Unspecified,BROOKLYN,,,,,,,,40.66205702158568,-73.95367624103108,"(40.66205702158568, -73.95367624103108)"
42662036,05/13/2019 10:55:02 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10035,225 EAST 118 STREET,EAST 118 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/13/2019 03:04:16 PM,11 MANHATTAN,MANHATTAN,1001325,230365,Unspecified,MANHATTAN,,,,,,,,40.798958207760386,-73.93832828379776,"(40.798958207760386, -73.93832828379776)"
42662037,05/13/2019 05:34:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10460,787 EAST 185 STREET,EAST 185 STREET,PROSPECT AVENUE,SOUTHERN BOULEVARD,PROSPECT AVENUE,SOUTHERN BOULEVARD,ADDRESS,BRONX,,,In Progress,,05/13/2019 09:37:37 PM,06 BRONX,BRONX,1016795,249816,Unspecified,BRONX,,,,,,,,40.85230218315347,-73.88235923111634,"(40.85230218315347, -73.88235923111634)"
42662038,05/13/2019 08:12:20 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10029,1325 5 AVENUE,5 AVENUE,EAST 111 STREET,EAST 112 STREET,EAST 111 STREET,EAST 112 STREET,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 12:16:34 AM,11 MANHATTAN,MANHATTAN,998479,229907,Unspecified,MANHATTAN,,,,,,,,40.79770616396137,-73.94860847303094,"(40.79770616396137, -73.94860847303094)"
42662039,05/13/2019 02:34:57 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11238,322 GREENE AVENUE,GREENE AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 06:43:25 PM,03 BROOKLYN,BROOKLYN,995864,189787,Unspecified,BROOKLYN,,,,,,,,40.68759062527545,-73.95812245972579,"(40.68759062527545, -73.95812245972579)"
42662040,05/13/2019 06:07:34 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 155 STREET,BEND,WEST 155 STREET,ADDRESS,NEW YORK,,,In Progress,,05/13/2019 10:13:28 PM,12 MANHATTAN,MANHATTAN,998494,243200,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
42662041,05/13/2019 01:21:07 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Single Room Occupancy (SRO),10026,361 WEST 116 STREET,WEST 116 STREET,MANHATTAN AVENUE,MORNINGSIDE AVENUE,MANHATTAN AVENUE,MORNINGSIDE AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/13/2019 05:27:20 PM,10 MANHATTAN,MANHATTAN,996094,232638,Unspecified,MANHATTAN,,,,,,,,40.80520552926008,-73.95721766718064,"(40.80520552926008, -73.95721766718064)"
42663071,05/13/2019 09:32:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10461,1502 HONE AVENUE,HONE AVENUE,,,,,LATLONG,BRONX,,,In Progress,,05/14/2019 01:34:49 AM,11 BRONX,BRONX,1025559,246469,Unspecified,BRONX,,,,,,,,40.84307901380868,-73.85070057930514,"(40.84307901380868, -73.85070057930514)"
42663072,05/13/2019 11:00:07 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,824 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 03:03:33 AM,08 BROOKLYN,BROOKLYN,994450,184570,Unspecified,BROOKLYN,,,,,,,,40.67327288801236,-73.96322892991319,"(40.67327288801236, -73.96322892991319)"
42663073,05/13/2019 05:55:53 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11205,259 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/13/2019 10:04:18 PM,02 BROOKLYN,BROOKLYN,993702,191032,Unspecified,BROOKLYN,,,,,,,,40.69101043662531,-73.96591641060134,"(40.69101043662531, -73.96591641060134)"
42663074,05/13/2019 02:21:44 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,954 ATLANTIC AVENUE,ATLANTIC AVENUE,ST JAMES PLACE,GRAND AVENUE,ST JAMES PLACE,GRAND AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 06:28:25 PM,08 BROOKLYN,BROOKLYN,994631,187282,Unspecified,BROOKLYN,,,,,,,,40.68071650458613,-73.96257224641475,"(40.68071650458613, -73.96257224641475)"
42663075,05/13/2019 06:52:19 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11207,21 SCHAEFER STREET,SCHAEFER STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 11:00:16 PM,04 BROOKLYN,BROOKLYN,1008543,188860,Unspecified,BROOKLYN,,,,,,,,40.68502050505685,-73.9124081275867,"(40.68502050505685, -73.9124081275867)"
42663076,05/13/2019 05:39:58 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,51 MADISON STREET,MADISON STREET,CLASSON AVENUE,FRANKLIN AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/13/2019 09:44:45 PM,03 BROOKLYN,BROOKLYN,996140,188469,Unspecified,BROOKLYN,,,,,,,,40.68397265073261,-73.95712959018451,"(40.68397265073261, -73.95712959018451)"
42663077,05/13/2019 01:21:10 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10456,788 EAST 163 STREET,EAST 163 STREET,TINTON AVENUE,UNION AVENUE,TINTON AVENUE,UNION AVENUE,ADDRESS,BRONX,,,In Progress,,05/13/2019 05:40:03 PM,03 BRONX,BRONX,1011186,238986,Unspecified,BRONX,,,,,,,,40.82259588553888,-73.90267762006465,"(40.82259588553888, -73.90267762006465)"
42664149,05/14/2019 11:37:57 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,238 SOUTH 3 STREET,SOUTH 3 STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 03:47:12 PM,01 BROOKLYN,BROOKLYN,995787,198232,Unspecified,BROOKLYN,,,,,,,,40.710770277285526,-73.95838563870714,"(40.710770277285526, -73.95838563870714)"
